REGION, INSTITUTION NAME, INSTITUTION TYPE, PROVINCE, MUNICIPALITY/CITY
13 - Nat. Capital Region,College of Saint Amatiel,Private HEI,Third District,Malabon City
13 - Nat. Capital Region,Asian Social Institute,Private HEI,First District,Malate
13 - Nat. Capital Region,De La Salle University-Manila,Private HEI,First District,Malate
13 - Nat. Capital Region,De La Salle-College of Saint Benilde,Private HEI,First District,Malate
13 - Nat. Capital Region,Philippine Christian University,Private HEI,First District,Malate
13 - Nat. Capital Region,The Philippine Women's University-Manila,Private HEI,First District,Malate
13 - Nat. Capital Region,St. Paul University-Manila,Private HEI,First District,Malate
13 - Nat. Capital Region,St. Scholastica's College,Private HEI,First District,Malate
13 - Nat. Capital Region,University of the Philippines-Manila,SUC Satellite,First District,Malate
13 - Nat. Capital Region,STI College Pasay-EDSA,Private HEI,First District,Malate
13 - Nat. Capital Region,Jesus Reigns Christian College Foundation,Private HEI,First District,Malate
13 - Nat. Capital Region,Guang Ming College,Private HEI,First District,Malate
13 - Nat. Capital Region,Don Bosco Technical College,Private HEI,Second District,Mandaluyong City
13 - Nat. Capital Region,Jose Rizal University,Private HEI,Second District,Mandaluyong City
13 - Nat. Capital Region,NAMEI Polytechnic Institute,Private HEI,Second District,Mandaluyong City
13 - Nat. Capital Region,Rizal Technological University,SUC Main,Second District,Mandaluyong City
13 - Nat. Capital Region,Our Lady of Guadalupe Colleges,Private HEI,Second District,Mandaluyong City
13 - Nat. Capital Region,Messiah College Foundation,Private HEI,Second District,Mandaluyong City
13 - Nat. Capital Region,Arellano University-Mandaluyong,Private HEI,Second District,Mandaluyong City
13 - Nat. Capital Region,GK College of Business Arts and Technology,Private HEI,Second District,Mandaluyong City
13 - Nat. Capital Region,International Baptist College,Private HEI,Second District,Mandaluyong City 
13 - Nat. Capital Region,Marikina Polytechnic College,SUC Main,Second District,Marikina City
13 - Nat. Capital Region,Roosevelt College-Marikina,Private HEI,Second District,Marikina City
13 - Nat. Capital Region,St. Camillus College Seminary,Private HEI,Second District,Marikina City
13 - Nat. Capital Region,Our Lady of Perpetual Succor College,Private HEI,Second District,Marikina City
13 - Nat. Capital Region,STI College-Marikina,Private HEI,Second District,Marikina City
13 - Nat. Capital Region,IETI College of Science and Technology-Marikina,Private HEI,Second District,Marikina City
13 - Nat. Capital Region,National Christian Life College,Private HEI,Second District,Marikina City
13 - Nat. Capital Region,Pamantasan ng Lungsod ng Marikina,LUC,Second District,Marikina City
13 - Nat. Capital Region,ACLC College of Marikina,Private HEI,Second District,Marikina City
13 - Nat. Capital Region,Pamantasan ng Lungsod ng Muntinlupa,LUC,Fourth District,Muntinlupa City
13 - Nat. Capital Region,IETI College-Alabang,Private HEI,Fourth District,Muntinlupa City
13 - Nat. Capital Region,San Beda College-Alabang,Private HEI,Fourth District,Muntinlupa City
13 - Nat. Capital Region,STI College-Alabang,Private HEI,Fourth District,Muntinlupa City
13 - Nat. Capital Region,West Bay College,Private HEI,Fourth District,Muntinlupa City
13 - Nat. Capital Region,Saint Bernadette College of Alabang,Private HEI,Fourth District,Muntinlupa City
13 - Nat. Capital Region,Criminal Justice College,Private HEI,Fourth District,Muntinlupa City
13 - Nat. Capital Region,Lyceum of Alabang,Private HEI,Fourth District,Muntinlupa City
13 - Nat. Capital Region,Informatics College-Northgate,Private HEI,Fourth District,Muntinlupa City
13 - Nat. Capital Region,South Mansfield College,Private HEI,Fourth District,Muntinlupa City
13 - Nat. Capital Region,UBIX Institute of Technologies,Private HEI,Fourth District,Muntinlupa City
13 - Nat. Capital Region,Christ the King College of Science and Technology,Private HEI,Fourth District,Muntinlupa City
13 - Nat. Capital Region,Marianum College,Private HEI,Fourth District,Muntinlupa City
13 - Nat. Capital Region,FEU Alabang,Private HEI,Fourth District,Muntinlupa City
13 - Nat. Capital Region,Colegio de Muntinlupa,LUC,Fourth District,Muntinlupa City
13 - Nat. Capital Region,Governor Andres Pascual College,Private HEI,Third District,Navotas City
13 - Nat. Capital Region,Navotas Polytechnic College,LUC,Third District,Navotas City
13 - Nat. Capital Region,Concordia College,Private HEI,First District,Paco
13 - Nat. Capital Region,Emilio Aguinaldo College,Private HEI,First District,Paco
13 - Nat. Capital Region,Regis Marie College,Private HEI,Fourth District,Paranaque City
13 - Nat. Capital Region,Olivarez College,Private HEI,Fourth District,Paranaque City
13 - Nat. Capital Region,PATTS College of Aeronautics,Private HEI,Fourth District,Paranaque City
13 - Nat. Capital Region,Polytechnic University of the Philippines-Parañaque Campus,SUC Satellite,Fourth District,Paranaque City
13 - Nat. Capital Region,Don Bosco Center of Studies,Private HEI,Fourth District,Paranaque City
13 - Nat. Capital Region,AMA Computer College-Parañaque,Private HEI,Fourth District,Paranaque City
13 - Nat. Capital Region,Immaculate Heart of Mary College-Parañaque,Private HEI,Fourth District,Paranaque City
13 - Nat. Capital Region,Rogationist Seminary College of Philosophy,Private HEI,Fourth District,Paranaque City
13 - Nat. Capital Region,Flight School International,Private HEI,Fourth District,Paranaque City
13 - Nat. Capital Region,Universal Colleges of Parañaque,Private HEI,Fourth District,Paranaque City
13 - Nat. Capital Region,College of Divine Wisdom,Private HEI,Fourth District,Paranaque City
13 - Nat. Capital Region,Asian Institute of Computer Studies-Bicutan,Private HEI,Fourth District,Paranaque City
13 - Nat. Capital Region,Datamex College of Saint Adeline-Parañaque,Private HEI,Fourth District,Paranaque City
13 - Nat. Capital Region,Sapphire International Aviation Academy,Private HEI,Fourth District,Paranaque City
13 - Nat. Capital Region,South CompEdge College,Private HEI,Fourth District,Paranaque City
13 - Nat. Capital Region,United Christian Academy College of Asia,Private HEI,Fourth District,Paranaque City
13 - Nat. Capital Region,Paranaque City College,LUC,Fourth District,Paranaque City
13 - Nat. Capital Region,Air Link International Aviation College,Private HEI,Fourth District,Pasay City
13 - Nat. Capital Region,Arellano University-Pasay,Private HEI,Fourth District,Pasay City
13 - Nat. Capital Region,Asian Institute of Maritime Studies,Private HEI,Fourth District,Pasay City
13 - Nat. Capital Region,Lacson College,Private HEI,Fourth District,Pasay City
13 - Nat. Capital Region,Manila Tytana Colleges,Private HEI,Fourth District,Pasay City
13 - Nat. Capital Region,Manila Adventist College,Private HEI,Fourth District,Pasay City
13 - Nat. Capital Region,Metro Business College-Pasay,Private HEI,Fourth District,Pasay City
13 - Nat. Capital Region,City University of Pasay,LUC,Fourth District,Pasay City
13 - Nat. Capital Region,Philippine Law School,Private HEI,Fourth District,Pasay City
13 - Nat. Capital Region,Philippine State College of Aeronautics-Main,SUC Main,Fourth District,Pasay City
13 - Nat. Capital Region,San Juan de Dios Educational Foundation,Private HEI,Fourth District,Pasay City
13 - Nat. Capital Region,Southeastern College,Private HEI,Fourth District,Pasay City
13 - Nat. Capital Region,Wesleyan College of Manila,Private HEI,Fourth District,Pasay City
13 - Nat. Capital Region,St. Therese of the Child Jesus Institute of Arts and Sciences,Private HEI,Fourth District,Pasay City
13 - Nat. Capital Region,Arellano University-Pasig,Private HEI,Second District,Pasig City
13 - Nat. Capital Region,Ateneo De Manila University School of Medicine and Public Health,Private HEI,Second District,Pasig City
13 - Nat. Capital Region,University of Asia and the Pacific,Private HEI,Second District,Pasig City
13 - Nat. Capital Region,Greenville College,Private HEI,Second District,Pasig City
13 - Nat. Capital Region,Pasig Catholic College,Private HEI,Second District,Pasig City
13 - Nat. Capital Region,STI College-Shaw,Private HEI,Second District,Pasig City
13 - Nat. Capital Region,AMA Computer College-Pasig City,Private HEI,Second District,Pasig City
13 - Nat. Capital Region,Pamantasan ng Lungsod ng Pasig,LUC,Second District,Pasig City
13 - Nat. Capital Region,Development Academy of the Philippines,OGS,Second District,Pasig City
13 - Nat. Capital Region,La Consolacion College-Pasig,Private HEI,Second District,Pasig City
13 - Nat. Capital Region,Infotech College of Arts and Sciences Philippines,Private HEI,Second District,Pasig City
13 - Nat. Capital Region,ICI Global University,Private HEI,Second District,Pasig City
13 - Nat. Capital Region,Rizal Technological University-Pasig,SUC Satellite,Second District,Pasig City
13 - Nat. Capital Region,College of Arts and Sciences of Asia and the Pacific,Private HEI,Second District,Pasig City
13 - Nat. Capital Region,Pateros Technological College,LUC,Fourth District,Pateros
13 - Nat. Capital Region,Alliance Graduate School,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,AMA Computer University,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,Asian Theological Seminary,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,Ateneo de Manila University-Quezon City,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,Central Colleges of the Philippines,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,Saint Anthony Mary Claret College,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,Colegio de San Lorenzo,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,Divine Word Mission Seminary,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,Dr. Carlos S. Lanting College,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,FEU-FERN College,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,FEU-Dr. Nicanor Reyes Medical Foundation,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,Institute of Community and Family Health,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,Institute of Formation and Religious Studies,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,International Graduate School of Leadership,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,CICM Maryhill School of Theology,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,Metro Manila College,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,Miriam College,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,Mother of Life Center,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,National College of Business and Arts-Cubao,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,National College of Business and Arts-Fairview,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,New Era University,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,Our Lady of the Angels Seminary,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,PACE Graduate School of Christian Education,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,Philippine Dominican Center of Institutional Studies,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,Philippine School of Business Administration-Quezon City,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,PMI Colleges-Quezon City,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,World Citi Colleges-Quezon City,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,Republican College,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,St. Francis Divine College,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,St. Joseph's College of Quezon City,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,St. Paul University-Quezon City,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,Samson College of Science and Technology-Quezon City,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,Siena College,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,St. Luke's College of Medicine-William H. Quasha Memorial,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,Stella Maris College,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,Systems Plus Computer College-Quezon City,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,Technological Institute of the Philippines-Quezon City,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,Trinity University of Asia,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,Southeast Asian College,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,University of the East-Ramon Magsaysay Memorial Medical Center,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,University of the Philippines-Diliman,SUC Main,Second District,Quezon City
13 - Nat. Capital Region,Angelicum College,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,Asian College of Science and Technology-Cubao,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,St. John Technological College of the Philippines,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,STI College-Cubao,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,STI College-Muñoz EDSA,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,STI College-Novaliches,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,STI College-Fairview,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,Philippine Rehabilitation Institute Foundation,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,National Defense College,OGS,Second District,Quezon City
13 - Nat. Capital Region,AMA Computer College-Fairview,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,Our Lady of Fatima University-Quezon City,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,Our Lady of Lourdes Technological College,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,Asia Graduate School of Theology,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,Kalayaan College,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,Entrepreneurs School of Asia,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,St. Mary's College,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,ABE International College of Business and Accountancy-Cubao,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,Access Computer and Technical Colleges-Cubao,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,Gardner College Diliman,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,Marie-Bernarde College,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,Mary the Queen College of Quezon City,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,St. Bernadette of Lourdes College,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,Capitol Medical Center Colleges,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,New England College,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,Quezon City University,LUC,Second District,Quezon City
13 - Nat. Capital Region,St. John of Beverly School,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,Villagers Montessori College,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,National Polytechnic College of Science and Technology,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,College of St. Catherine,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,Grace Christian College,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,Philippine Cultural College,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,Diliman College,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,Colegio de Sta. Teresa de Avila Foundation,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,Bestlink College of the Philippines,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,Asian Institute of Computer Studies-Quezon City,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,St. Dominic Institute,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,Access Computer and Technical Colleges-Lagro,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,Datamex College of Saint Adeline-Fairview,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,Eclaro Academy,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,Romarinda International College,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,Asia Harvesters College and Seminary,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,Integrated Innovation and Hospitality Colleges,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,Recoletos School of Theology,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,CIIT College of Arts and Technology,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,Asian Institute of Science and Technology,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,Electron College of Technical Education,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,NBS College,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,ACLC College of Commonwealth,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,FEU Diliman,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,NU Fairview,Private HEI,Second District,Quezon City
13 - Nat. Capital Region,Guzman College of Science and Technology,Private HEI,First District,Quiapo
13 - Nat. Capital Region,Manuel L. Quezon University,Private HEI,First District,Quiapo
13 - Nat. Capital Region,The National Teachers College,Private HEI,First District,Quiapo
13 - Nat. Capital Region,Philippine College of Health Sciences,Private HEI,First District,Quiapo
13 - Nat. Capital Region,Saint Rita College-Manila,Private HEI,First District,Quiapo
13 - Nat. Capital Region,Technological Institute of the Philippines-Manila,Private HEI,First District,Quiapo
13 - Nat. Capital Region,Access Computer and Technical Colleges-Manila,Private HEI,First District,Quiapo
13 - Nat. Capital Region,Arellano University-Manila,Private HEI,First District,Sampaloc
13 - Nat. Capital Region,Asian Institute of Journalism and Communication,Private HEI,First District,Sampaloc
13 - Nat. Capital Region,"Eulogio ""Amang"" Rodriguez Institute of Science and Technology",SUC Main,First District,Sampaloc
13 - Nat. Capital Region,Far Eastern University,Private HEI,First District,Sampaloc
13 - Nat. Capital Region,Interface Computer College-Manila,Private HEI,First District,Sampaloc
13 - Nat. Capital Region,Manila Theological College,Private HEI,First District,Sampaloc
13 - Nat. Capital Region,Mary Chiles College,Private HEI,First District,Sampaloc
13 - Nat. Capital Region,National University,Private HEI,First District,Sampaloc
13 - Nat. Capital Region,Perpetual Help College of Manila,Private HEI,First District,Sampaloc
13 - Nat. Capital Region,Philippine School of Business Administration-Manila,Private HEI,First District,Sampaloc
13 - Nat. Capital Region,St. Jude College,Private HEI,First District,Sampaloc
13 - Nat. Capital Region,San Sebastian College-Recoletos,Private HEI,First District,Sampaloc
13 - Nat. Capital Region,Sta. Catalina College,Private HEI,First District,Sampaloc
13 - Nat. Capital Region,The University of Manila,Private HEI,First District,Sampaloc
13 - Nat. Capital Region,University of Santo Tomas,Private HEI,First District,Sampaloc
13 - Nat. Capital Region,University of the East-Manila,Private HEI,First District,Sampaloc
13 - Nat. Capital Region,Informatics College-Manila,Private HEI,First District,Sampaloc
13 - Nat. Capital Region,FEU Institute of Technology,Private HEI,First District,Sampaloc
13 - Nat. Capital Region,ACLC College of Manila,Private HEI,First District,Sampaloc
13 - Nat. Capital Region,Dominican College,Private HEI,Second District,San Juan City
13 - Nat. Capital Region,Polytechnic University of the Philippines-San Juan Campus,SUC Satellite,Second District,San Juan City
13 - Nat. Capital Region,Centro Escolar University-Manila,Private HEI,First District,San Miguel
13 - Nat. Capital Region,La Consolacion College-Manila,Private HEI,First District,San Miguel
13 - Nat. Capital Region,San Beda University,Private HEI,First District,San Miguel
13 - Nat. Capital Region,Chinese General Hospital Colleges,Private HEI,First District,Sta. Cruz
13 - Nat. Capital Region,FEATI University,Private HEI,First District,Sta. Cruz
13 - Nat. Capital Region,Manila Law College,Private HEI,First District,Sta. Cruz
13 - Nat. Capital Region,Metropolitan Medical Center College of Arts Science and Technology,Private HEI,First District,Sta. Cruz
13 - Nat. Capital Region,Philippine College of Criminology,Private HEI,First District,Sta. Cruz
13 - Nat. Capital Region,Philippine Merchant Marine School-Manila,Private HEI,First District,Sta. Cruz
13 - Nat. Capital Region,PMI Colleges-Manila,Private HEI,First District,Sta. Cruz
13 - Nat. Capital Region,Manila Business College Foundation,Private HEI,First District,Sta. Cruz
13 - Nat. Capital Region,Dr. Jose Fabella Memorial Hospital School of Midwifery,OGS,First District,Sta. Cruz
13 - Nat. Capital Region,De Ocampo Memorial College,Private HEI,First District,Sta. Mesa
13 - Nat. Capital Region,PHILSIN College Foundation,Private HEI,First District,Sta. Mesa
13 - Nat. Capital Region,Polytechnic University of the Philippines,SUC Main,First District,Sta. Mesa
13 - Nat. Capital Region,Polytechnic University of The Philippines-Open University,SUC Satellite,First District,Sta. Mesa
13 - Nat. Capital Region,Unciano Colleges and General Hospital,Private HEI,First District,Sta. Mesa
13 - Nat. Capital Region,AMA Computer College-Sta. Mesa,Private HEI,First District,Sta. Mesa
13 - Nat. Capital Region,Makati Science Technological Institute of the Philippines,Private HEI,First District,Sta. Mesa
13 - Nat. Capital Region,Polytechnic University of the Philippines-Taguig,SUC Satellite,Fourth District,Taguig City
13 - Nat. Capital Region,Technological University of the Philippines-Taguig,SUC Satellite,Fourth District,Taguig City
13 - Nat. Capital Region,STI College-Global City,Private HEI,Fourth District,Taguig City
13 - Nat. Capital Region,The Fisher Valley College,Private HEI,Fourth District,Taguig City
13 - Nat. Capital Region,Philippine Public Safety College,OGS,Fourth District,Taguig City
13 - Nat. Capital Region,Enderun Colleges,Private HEI,Fourth District,Taguig City
13 - Nat. Capital Region,Taguig City University,LUC,Fourth District,Taguig City
13 - Nat. Capital Region,ACLC College of Taguig,Private HEI,Fourth District,Taguig City
13 - Nat. Capital Region,Treston International College,Private HEI,Fourth District,Taguig City
13 - Nat. Capital Region,Meridian International College of Business and Arts,Private HEI,Fourth District,Taguig City
13 - Nat. Capital Region,St. Chamuel College,Private HEI,Fourth District,Taguig City
13 - Nat. Capital Region,Chiang Kai Shek College,Private HEI,First District,Tondo
13 - Nat. Capital Region,Biblical Seminary of the Philippines,Private HEI,Third District,Valenzuela City
13 - Nat. Capital Region,Febias College of Bible,Private HEI,Third District,Valenzuela City
13 - Nat. Capital Region,Our Lady of Fatima University-Valenzuela,Private HEI,Third District,Valenzuela City
13 - Nat. Capital Region,Our Lady of Lourdes College,Private HEI,Third District,Valenzuela City
13 - Nat. Capital Region,St. Louis College-Valenzuela,Private HEI,Third District,Valenzuela City
13 - Nat. Capital Region,Children of Mary Immaculate College,Private HEI,Third District,Valenzuela City
13 - Nat. Capital Region,Pamantasan ng Lungsod ng Valenzuela,LUC,Third District,Valenzuela City
13 - Nat. Capital Region,Valenzuela City Polytechnic College,LUC,Third District,Valenzuela City
13 - Nat. Capital Region,La Consolacion College-Valenzuela,Private HEI,Third District,Valenzuela City
13 - Nat. Capital Region,Bethel Bible College of the Assemblies of God,Private HEI,Third District,Valenzuela City
13 - Nat. Capital Region,Datamex College of Saint Adeline-Valenzuela,Private HEI,Third District,Valenzuela City
14 - Cordillera Adm. Region,Ifugao State University-Aguinaldo,SUC Satellite,Ifugao,Aguinaldo
14 - Cordillera Adm. Region,Ifugao State University - Potia,SUC Satellite,Ifugao,Alfonso Lista
14 - Cordillera Adm. Region,Baguio Central University,Private HEI,Benguet,Baguio City
14 - Cordillera Adm. Region,University of the Cordilleras,Private HEI,Benguet,Baguio City
14 - Cordillera Adm. Region,Pines City Colleges,Private HEI,Benguet,Baguio City
14 - Cordillera Adm. Region,Saint Louis University,Private HEI,Benguet,Baguio City
14 - Cordillera Adm. Region,San Pablo Major Seminary,Private HEI,Benguet,Baguio City
14 - Cordillera Adm. Region,Casiciaco Recoletos Seminary,Private HEI,Benguet,Baguio City
14 - Cordillera Adm. Region,University of Baguio,Private HEI,Benguet,Baguio City
14 - Cordillera Adm. Region,University of the Philippines-Baguio,SUC Satellite,Benguet,Baguio City
14 - Cordillera Adm. Region,Easter College,Private HEI,Benguet,Baguio City
14 - Cordillera Adm. Region,Philippine Military Academy,OGS,Benguet,Baguio City
14 - Cordillera Adm. Region,Keystone College,Private HEI,Benguet,Baguio City
14 - Cordillera Adm. Region,STI College-Baguio,Private HEI,Benguet,Baguio City
14 - Cordillera Adm. Region,Baguio College of Technology,Private HEI,Benguet,Baguio City
14 - Cordillera Adm. Region,AMA Computer College-Baguio,Private HEI,Benguet,Baguio City
14 - Cordillera Adm. Region,Data Center College of the Philippines of Baguio City,Private HEI,Benguet,Baguio City
14 - Cordillera Adm. Region,BSBT College,Private HEI,Benguet,Baguio City
14 - Cordillera Adm. Region,Remnant International College,Private HEI,Benguet,Baguio City
14 - Cordillera Adm. Region,Theological Foundation for Asia (Asia Pacific Theological Seminary),Private HEI,Benguet,Baguio City
14 - Cordillera Adm. Region,Abra State Institute of Science and Technology-Bangued,SUC Satellite,Abra,Bangued
14 - Cordillera Adm. Region,Abra Valley Colleges,Private HEI,Abra,Bangued
14 - Cordillera Adm. Region,Divine Word College of Bangued,Private HEI,Abra,Bangued
14 - Cordillera Adm. Region,Data Center College of the Philippines of Bangued-Abra,Private HEI,Abra,Bangued
14 - Cordillera Adm. Region,Benguet State University-Bokod Campus,SUC Satellite,Benguet,Bokod
14 - Cordillera Adm. Region,Mountain Province State University-Main,SUC Main,Mt. Province,Bontoc
14 - Cordillera Adm. Region,Xijen College of Mt. Province,Private HEI,Mt. Province,Bontoc
14 - Cordillera Adm. Region,Benguet State University-Buguias Campus,SUC Satellite,Benguet,Buguias
14 - Cordillera Adm. Region,Apayao State College-Main,SUC Main,Apayao,Conner
14 - Cordillera Adm. Region,Ifugao State University-Hapao,SUC Satellite,Ifugao,Hungduan
14 - Cordillera Adm. Region,Benguet State University-Main,SUC Main,Benguet,La Trinidad
14 - Cordillera Adm. Region,Benguet State University-Open University,SUC Satellite,Benguet,La Trinidad
14 - Cordillera Adm. Region,Cordillera Career Development College,Private HEI,Benguet,La Trinidad
14 - Cordillera Adm. Region,Philippine Nazarene College,Private HEI,Benguet,La Trinidad
14 - Cordillera Adm. Region,BVS College,Private HEI,Benguet,La Trinidad
14 - Cordillera Adm. Region,King's College of the Philippines-Benguet,Private HEI,Benguet,La Trinidad
14 - Cordillera Adm. Region,Philippine College of Ministry,Private HEI,Benguet,La Trinidad
14 - Cordillera Adm. Region,Star College,Private HEI,Benguet,La Trinidad
14 - Cordillera Adm. Region,Abra State Institute of Science and Technology-Main,SUC Main,Abra,Lagangilang
14 - Cordillera Adm. Region,Ifugao State University - Lagawe Campus,SUC Satellite,Ifugao,Lagawe
14 - Cordillera Adm. Region,Ifugao State University - Main,SUC Main,Ifugao,Lamut
14 - Cordillera Adm. Region,Apayao State College-Luna,SUC Satellite,Apayao,Luna
14 - Cordillera Adm. Region,Kalinga State University-Rizal,SUC Satellite,Kalinga,Rizal
14 - Cordillera Adm. Region,Kalinga State University-Main,SUC Main,Kalinga,Tabuk City
14 - Cordillera Adm. Region,Saint Louis College of Bulanao,Private HEI,Kalinga,Tabuk City
14 - Cordillera Adm. Region,Kalinga State University-Dagupan,SUC Satellite,Kalinga,Tabuk City
14 - Cordillera Adm. Region,Cordillera A+ Computer Technology College,Private HEI,Kalinga,Tabuk City
14 - Cordillera Adm. Region,Kalinga Colleges of Science and Technology,Private HEI,Kalinga,Tabuk City
14 - Cordillera Adm. Region,Saint Tonis College,Private HEI,Kalinga,Tabuk City
14 - Cordillera Adm. Region,International School of Asia and the Pacific,Private HEI,Kalinga,Tabuk City
14 - Cordillera Adm. Region,Mountain Province State University-Tadian,SUC Satellite,Mt. Province,Tadian
14 - Cordillera Adm. Region,Ifugao State University - Tinoc,SUC Satellite,Ifugao,Tinoc
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Balabagan Trade School,OGS,Lanao Del Sur,Balabagan
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Mindanao State University-Tawi-Tawi College of Technology and Oceanography,SUC Satellite,Tawi-Tawi,Bongao
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Tawi-Tawi Regional Agricultural College,SUC Main,Tawi-Tawi,Bongao
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Tawi-Tawi Regional Agricultural College - Tarawakan,SUC Satellite,Tawi-Tawi,Bongao
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Tawi-Tawi School of Midwifery,Private HEI,Tawi-Tawi,Bongao
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Abubakar Computer Learning Center Foundation,Private HEI,Tawi-Tawi,Bongao
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Mahardika Institute of Technology,Private HEI,Tawi-Tawi,Bongao
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Philippine Last Frontier College,Private HEI,Tawi-Tawi,Bongao
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Enthusiastic College,Private HEI,Maguindanao,Buldon
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Regional Madrasah Graduate Academy,OGS,Maguindanao,Buluan
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Eastern Kutawato College,Private HEI,Maguindanao,Buluan
